CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
4961,Female,35,37,18
4962,Male,41,55,64
4963,Female,64,141,49
4964,Female,55,129,42
4965,Female,27,145,12
4966,Female,44,125,89
4967,Male,29,70,94
4968,Male,24,26,79
4969,Male,34,43,36
4970,Female,18,29,8
4971,Female,67,52,28
4972,Female,43,19,86
4973,Female,32,103,60
4974,Female,68,124,49
4975,Female,50,136,38
4976,Female,54,119,80
4977,Male,64,116,58
4978,Male,48,114,5
4979,Female,52,80,46
4980,Female,18,93,98
4981,Female,25,12,75
4982,Male,29,55,2
4983,Male,36,35,89
4984,Female,42,147,25
4985,Female,49,17,1
4986,Male,29,64,95
4987,Male,30,100,69
4988,Male,45,147,40
4989,Male,18,123,68
4990,Female,68,88,69
4991,Male,23,110,69
4992,Male,25,95,16
4993,Female,21,54,54
4994,Male,22,59,63
4995,Male,42,73,18
4996,Male,39,104,17
4997,Female,45,11,99
4998,Male,56,104,82
4999,Female,40,71,4
5000,Female,21,83,95
5001,Male,69,109,95
5002,Male,21,120,9
5003,Male,64,113,31
5004,Male,38,24,5
5005,Female,54,23,16
5006,Male,58,36,42
5007,Male,19,94,41
5008,Male,24,18,80
5009,Female,66,29,84
5010,Male,33,88,30
5011,Male,34,66,26
5012,Female,37,109,49
5013,Female,40,84,31
5014,Male,51,145,50
5015,Male,28,76,15
5016,Male,51,28,52
5017,Male,50,114,38
5018,Male,43,20,38
5019,Female,19,60,60
5020,Female,40,135,20
5021,Male,58,89,99
5022,Male,39,63,87
5023,Female,51,26,44
5024,Male,32,33,89
5025,Male,27,57,63
5026,Male,32,93,50
5027,Male,59,16,22
5028,Male,46,20,72
5029,Female,40,21,54
5030,Male,34,119,9
5031,Male,26,142,15
5032,Male,67,142,48
5033,Female,53,137,20
5034,Female,26,63,35
5035,Female,33,64,67
5036,Female,53,88,60
5037,Male,65,99,98
5038,Female,68,106,34
5039,Male,50,136,99
5040,Male,48,39,73
5041,Female,23,33,94
5042,Female,27,140,54
5043,Female,33,131,90
5044,Female,21,109,12
5045,Female,39,80,88
5046,Male,30,23,19
5047,Female,33,57,80
5048,Female,69,38,26
5049,Female,46,59,23
5050,Male,23,147,33
5051,Female,43,36,57
5052,Male,28,88,30
5053,Female,41,105,23
5054,Female,46,146,74
5055,Male,20,80,36
5056,Female,69,89,95
5057,Male,27,90,86
5058,Male,18,96,43
5059,Male,69,17,66
5060,Female,60,11,53
5061,Female,43,132,87
5062,Female,29,130,99
5063,Male,31,105,60
5064,Female,42,102,37
5065,Male,25,12,61
5066,Female,60,145,96
5067,Male,21,11,53
5068,Male,45,124,12
5069,Male,24,58,35
5070,Female,27,110,67
5071,Male,68,38,98
5072,Male,53,83,38
5073,Male,19,114,24
5074,Male,43,15,81
5075,Male,67,71,40
5076,Male,31,40,65
5077,Female,33,128,57
5078,Female,60,21,72
5079,Male,59,21,79
5080,Female,34,34,45
5081,Female,63,100,89
5082,Male,39,97,72
5083,Male,21,85,96
5084,Male,36,27,13
5085,Female,19,54,79
5086,Male,56,120,6
5087,Female,26,89,97
5088,Male,36,77,71
5089,Female,33,149,97
5090,Male,42,27,47
5091,Male,65,63,93
5092,Female,35,121,44
5093,Female,40,106,32
5094,Female,38,36,3
5095,Female,28,87,54
5096,Female,56,97,84
5097,Female,58,63,78
5098,Male,21,96,92
5099,Female,42,14,38
5100,Male,49,132,4
5101,Male,47,63,79
5102,Female,62,48,17
5103,Male,43,118,37
5104,Female,53,141,88
5105,Female,68,83,36
5106,Male,51,74,58
5107,Male,26,46,41
5108,Female,29,76,8
5109,Female,19,120,67
5110,Male,55,134,30
5111,Male,22,96,86
5112,Male,22,56,52
5113,Male,69,22,97
5114,Female,39,53,25
5115,Female,22,134,52
5116,Female,21,128,59
5117,Female,26,140,30
5118,Male,46,135,67
5119,Male,39,147,4
5120,Female,44,58,93
5121,Female,27,133,57
5122,Female,33,87,63
5123,Female,59,139,32
5124,Female,59,112,87
5125,Female,68,114,83
5126,Female,27,129,79
5127,Female,23,40,51
5128,Female,66,77,63
5129,Male,22,46,80
5130,Female,23,33,87
5131,Male,64,53,1
5132,Male,42,92,19
5133,Female,68,50,35
5134,Female,67,51,63
5135,Male,21,117,94
5136,Male,57,49,81
5137,Female,65,57,26
5138,Male,49,122,13
5139,Female,68,93,86
5140,Female,69,13,23
5141,Female,52,117,97
5142,Male,27,69,91
5143,Male,51,123,35
5144,Female,53,14,12
5145,Male,23,115,9
5146,Male,60,15,98
5147,Male,63,23,78
5148,Male,33,135,67
5149,Male,36,149,44
5150,Male,51,71,61
5151,Male,42,36,21
5152,Female,48,63,7
5153,Male,66,99,97
5154,Male,58,21,99
5155,Male,34,145,11
5156,Male,64,83,45
5157,Male,47,35,32
5158,Male,56,145,86
5159,Male,48,54,83
5160,Male,36,93,36
5161,Female,52,112,37
5162,Male,46,133,75
5163,Male,18,132,41
5164,Male,21,125,77
5165,Male,45,23,92
5166,Female,35,26,49
5167,Female,43,22,15
5168,Female,57,102,13
5169,Female,36,72,53
5170,Female,23,42,33
5171,Female,18,38,72
5172,Female,25,46,32
5173,Female,50,112,48
5174,Female,68,33,68
5175,Female,60,142,57
5176,Female,38,134,62
5177,Female,41,62,82
5178,Female,42,97,87
5179,Female,64,107,93
5180,Female,60,123,2
5181,Female,36,104,77
5182,Male,46,129,16
5183,Female,27,82,8
5184,Male,29,115,19
5185,Female,50,35,32
5186,Female,24,27,67
5187,Male,34,145,32
5188,Female,27,67,85
5189,Male,48,102,25
5190,Male,23,58,53
5191,Male,34,80,81
5192,Female,67,74,25
5193,Female,54,42,33
5194,Female,35,59,31
5195,Male,43,13,36
5196,Male,66,128,87
5197,Female,33,93,89
5198,Female,25,126,49
5199,Female,41,111,44
5200,Female,30,140,48
5201,Female,46,15,30
5202,Male,49,32,13
5203,Male,41,144,43
5204,Male,33,129,93
5205,Female,28,70,16
5206,Male,49,109,91
5207,Male,23,74,26
5208,Male,52,143,75
5209,Male,50,33,47
5210,Male,35,46,37
5211,Female,54,54,3
5212,Male,30,109,26
5213,Female,27,111,98
5214,Female,54,72,97
5215,Female,43,38,15
5216,Female,63,110,66
5217,Female,34,118,28
5218,Male,18,105,84
5219,Male,42,19,38
5220,Female,51,44,44
5221,Female,56,64,53
5222,Female,27,105,80
5223,Male,37,132,4
5224,Female,24,21,72
5225,Male,33,13,44
5226,Female,54,115,46
5227,Male,46,99,84
5228,Female,29,76,26
5229,Male,34,74,96
5230,Female,65,91,13
5231,Male,37,114,69
5232,Male,43,93,44
5233,Male,65,114,53
5234,Male,36,124,51
5235,Male,64,37,13
5236,Male,29,25,41
5237,Male,38,30,11
5238,Female,59,86,37
5239,Female,51,51,60
5240,Female,24,63,32
5241,Female,62,41,45
5242,Female,52,123,18
5243,Male,32,47,93
5244,Male,18,123,79
5245,Male,43,119,20
5246,Male,52,112,44
5247,Male,42,86,36
5248,Female,59,149,69
5249,Female,32,62,37
5250,Female,39,130,33
5251,Female,23,12,82
5252,Male,69,63,19
5253,Male,32,49,51
5254,Male,41,77,32
5255,Female,38,123,22
5256,Male,24,139,1
5257,Female,46,51,54
5258,Male,49,103,89
5259,Male,49,110,20
5260,Female,22,133,58
5261,Male,21,11,35
5262,Male,39,100,70
5263,Female,35,68,70
5264,Male,52,107,61
5265,Female,34,25,63
5266,Male,67,25,61
5267,Male,67,117,57
5268,Male,41,32,3
5269,Male,19,51,95
5270,Male,30,46,99
5271,Male,32,81,45
5272,Male,22,143,15
5273,Male,20,125,17
5274,Female,54,15,15
5275,Female,54,41,5
5276,Male,54,47,86
5277,Male,20,46,46
5278,Female,52,70,11
5279,Male,69,86,64
5280,Male,40,136,92
5281,Female,45,95,14
5282,Male,47,16,39
5283,Male,35,94,67
5284,Female,69,15,55
5285,Male,53,12,42
5286,Male,50,146,75
5287,Female,43,56,94
5288,Male,65,94,5
5289,Female,57,103,52
5290,Male,34,32,22
5291,Male,57,12,77
5292,Female,24,138,44
5293,Female,25,76,85
5294,Male,48,80,59
5295,Female,29,140,25
5296,Female,65,76,21
5297,Male,48,64,92
5298,Male,61,141,64
5299,Male,36,40,68
5300,Female,27,75,93
5301,Female,56,110,47
5302,Female,29,73,35
5303,Female,37,40,87
5304,Male,54,126,7
5305,Female,65,75,56
5306,Male,58,56,52
5307,Female,24,31,46
5308,Male,69,103,9
5309,Male,31,92,58
5310,Male,28,55,23
5311,Female,24,98,3
5312,Male,46,128,61
5313,Male,27,55,9
5314,Female,46,10,53
5315,Male,26,105,68
5316,Female,53,70,49
5317,Female,65,114,89
5318,Male,27,90,70
5319,Male,36,23,48
5320,Female,48,54,82
5321,Male,34,86,7
5322,Female,26,75,99
5323,Female,62,41,31
5324,Female,50,105,56
5325,Male,51,67,96
5326,Female,62,113,99
5327,Male,41,65,61
5328,Male,26,143,92
5329,Male,24,76,5
5330,Male,33,127,30
5331,Female,36,47,22
5332,Male,56,140,17
5333,Female,23,121,10
5334,Female,67,142,71
5335,Male,68,63,68
5336,Female,28,43,42
5337,Female,29,48,27
5338,Male,59,121,7
5339,Female,30,97,23
5340,Female,29,57,75
5341,Female,38,58,8
5342,Female,27,43,8
5343,Male,37,109,5
5344,Female,67,144,71
5345,Female,53,27,86
5346,Female,45,79,2
5347,Female,41,123,88
5348,Male,22,43,51
5349,Female,54,60,66
5350,Male,29,114,12
5351,Female,52,102,47
5352,Male,57,78,55
5353,Male,19,98,26
5354,Male,67,112,45
5355,Male,58,145,62
5356,Male,62,92,70
5357,Female,56,20,87
5358,Female,59,45,2
5359,Female,26,91,26
5360,Male,39,47,14
5361,Female,64,98,82
5362,Male,22,10,57
5363,Male,29,113,32
5364,Female,18,74,62
5365,Female,61,10,78
5366,Male,39,134,30
5367,Male,55,69,13
5368,Female,68,34,40
5369,Female,36,100,31
5370,Female,33,147,37
5371,Female,48,59,45
5372,Male,68,149,86
5373,Female,20,101,59
5374,Female,40,41,28
5375,Female,59,42,61
5376,Male,35,35,19
5377,Male,43,51,43
5378,Male,30,70,59
5379,Male,35,50,16
5380,Female,20,139,69
5381,Male,40,108,44
5382,Female,20,107,66
5383,Female,42,40,10
5384,Female,44,124,47
5385,Female,61,57,19
5386,Male,44,11,84
5387,Male,69,148,93
5388,Male,56,110,89
5389,Female,42,137,81
5390,Female,41,68,51
5391,Female,25,129,13
5392,Female,26,47,63
5393,Female,63,116,16
5394,Male,54,30,53
5395,Female,47,51,35
5396,Male,36,146,59
5397,Female,33,149,39
5398,Female,41,19,67
5399,Male,61,142,73
5400,Male,38,42,61
5401,Female,53,78,50
5402,Female,57,89,53
5403,Female,56,110,46
5404,Female,64,38,52
5405,Male,23,143,29
5406,Female,22,62,5
5407,Male,31,133,67
5408,Female,62,51,74
5409,Male,59,56,95
5410,Male,67,20,75
5411,Female,21,92,81
5412,Male,25,118,40
5413,Female,41,36,72
5414,Male,28,71,2
5415,Female,34,140,68
5416,Male,67,112,62
5417,Female,38,53,80
5418,Female,43,102,58
5419,Male,60,39,85
5420,Male,65,128,69
5421,Male,61,38,58
5422,Male,62,39,35
5423,Female,44,113,14
5424,Male,33,119,15
5425,Female,43,41,6
5426,Male,50,147,16
5427,Female,48,60,87
5428,Female,65,145,95
5429,Female,64,45,46
5430,Female,23,64,63
5431,Male,61,45,12
5432,Male,25,65,41
5433,Female,24,45,19
5434,Male,51,98,76
5435,Male,61,71,77
5436,Female,31,118,2
5437,Male,33,96,20
5438,Male,60,73,95
5439,Male,69,66,9
5440,Female,26,122,21
5441,Male,27,79,8
5442,Female,34,29,39
5443,Male,29,63,37
5444,Male,23,10,29
5445,Male,36,99,83
5446,Female,60,147,35
5447,Female,58,122,38
5448,Male,46,22,90
5449,Female,23,119,75
5450,Male,42,100,35
5451,Female,41,104,68
5452,Female,42,52,3
5453,Male,33,147,12
5454,Male,69,83,32
5455,Male,33,23,47
5456,Male,23,108,63
5457,Female,54,118,26
5458,Female,38,105,43
5459,Female,21,67,77
5460,Male,51,145,44
5461,Male,45,105,38
5462,Female,55,47,29
5463,Male,58,73,55
5464,Female,45,18,52
5465,Female,34,130,19
5466,Female,31,41,35
5467,Female,24,20,48
5468,Female,39,114,91
5469,Male,68,91,60
5470,Male,18,46,31
5471,Male,46,91,3
5472,Female,69,21,35
5473,Female,48,13,88
5474,Female,47,52,52
5475,Female,32,60,71
5476,Male,35,14,51
5477,Male,52,143,56
5478,Female,67,96,99
5479,Female,47,115,21
5480,Female,51,65,1
5481,Male,59,119,53
5482,Male,28,77,6
5483,Male,44,105,98
5484,Female,41,53,82
5485,Female,52,99,62
5486,Male,56,51,89
5487,Female,25,148,79
5488,Male,68,82,47
5489,Female,35,20,96
5490,Male,30,67,50
5491,Female,62,137,82
5492,Male,41,30,31
5493,Male,68,30,64
5494,Male,40,81,29
5495,Male,29,138,15
5496,Male,66,111,58
5497,Male,47,22,23
5498,Female,48,82,38
5499,Female,45,15,41
5500,Female,39,121,75
5501,Male,61,26,15
5502,Male,45,82,87
5503,Female,30,21,3
5504,Male,42,95,83
5505,Male,61,131,1
5506,Male,68,79,88
5507,Male,63,117,75
5508,Male,24,61,94
5509,Female,62,46,11
5510,Female,23,126,60
5511,Female,41,12,65
5512,Female,36,17,76
5513,Female,36,147,4
5514,Male,53,56,25
5515,Male,68,73,72
5516,Male,26,51,79
5517,Male,65,52,43
5518,Female,53,134,94
5519,Female,55,146,40
5520,Female,57,23,96
5521,Male,46,100,99
5522,Female,41,141,85
5523,Male,65,11,95
5524,Female,22,124,91
5525,Female,59,10,44
5526,Male,62,84,72
5527,Male,43,74,59
5528,Female,31,134,23
5529,Female,56,144,62
5530,Male,46,75,23
5531,Female,69,81,58
5532,Female,23,125,55
5533,Male,24,130,33
5534,Female,54,56,77
5535,Male,35,99,63
5536,Female,40,49,60
5537,Male,61,51,99
5538,Female,55,44,61
5539,Male,18,50,80
5540,Female,21,94,76
5541,Male,68,133,61
5542,Female,61,66,95
5543,Female,64,47,69
5544,Female,52,105,89
5545,Female,40,145,21
5546,Female,44,72,3
5547,Female,43,96,48
5548,Female,69,141,10
5549,Female,25,61,87
5550,Female,60,47,81
5551,Male,33,96,42
5552,Male,58,14,99
5553,Female,20,129,89
5554,Male,49,79,66
5555,Female,22,122,91
5556,Female,37,33,46
5557,Male,31,95,9
5558,Female,49,35,49
5559,Female,43,12,4
5560,Male,64,11,60
5561,Male,23,101,90
5562,Female,53,11,96
5563,Male,57,80,29
5564,Male,68,13,86
5565,Female,22,47,47
5566,Male,30,112,77
5567,Male,49,79,87
5568,Female,33,61,63
5569,Male,18,40,31
5570,Male,30,45,51
5571,Female,28,142,41
5572,Female,25,124,36
5573,Female,42,83,40
5574,Male,57,27,95
5575,Female,49,24,60
5576,Female,41,106,15
5577,Male,45,14,78
5578,Female,31,46,99
5579,Female,62,113,88
5580,Female,20,95,30
5581,Female,53,24,30
5582,Male,44,26,27
5583,Female,37,60,40
5584,Female,64,54,78
5585,Male,32,131,45
5586,Female,44,91,75
5587,Male,62,144,47
5588,Male,58,98,90
5589,Male,45,110,56
5590,Female,42,49,54
5591,Male,59,52,85
5592,Male,61,82,9
5593,Male,63,32,65
5594,Female,50,104,70
5595,Female,63,26,1
5596,Female,31,121,86
5597,Female,25,112,13
5598,Female,65,67,38
5599,Female,31,95,45
5600,Female,18,44,40
5601,Male,33,39,95
5602,Male,35,113,15
5603,Male,24,131,50
5604,Male,32,143,2
5605,Female,41,43,53
5606,Male,66,65,95
5607,Male,68,34,26
5608,Male,30,124,66
5609,Male,26,22,75
5610,Female,32,72,33
5611,Female,52,111,82
5612,Female,41,131,85
5613,Male,50,129,59
5614,Female,33,142,95
5615,Male,25,20,26
5616,Female,46,118,94
5617,Female,40,113,21
5618,Female,62,120,49
5619,Female,48,78,80
5620,Female,57,111,71
5621,Male,66,11,86
5622,Female,31,46,71
5623,Male,47,127,66
5624,Male,56,58,37
5625,Male,44,84,14
5626,Male,64,84,72
5627,Male,33,43,93
5628,Female,68,67,7
5629,Female,23,120,38
5630,Female,50,105,45
5631,Female,61,69,22
5632,Male,35,149,44
5633,Female,33,41,81
5634,Female,29,141,80
5635,Male,37,115,97
5636,Male,62,42,35
5637,Female,57,52,60
5638,Female,46,121,96
5639,Male,47,116,3
5640,Female,43,18,67
5641,Female,39,123,72
5642,Female,50,134,95
5643,Female,56,29,55
5644,Male,64,50,9
5645,Male,46,53,69
5646,Male,39,134,28
5647,Female,62,44,15
5648,Female,30,67,91
5649,Female,26,57,31
5650,Female,41,67,59
5651,Female,32,110,82
5652,Male,53,66,54
5653,Female,30,73,68
5654,Female,44,71,85
5655,Male,61,92,47
5656,Female,54,122,42
5657,Male,24,121,23
5658,Male,25,71,86
5659,Male,54,103,65
5660,Male,58,94,89
5661,Male,31,35,54
5662,Female,29,130,92
5663,Male,53,59,11
5664,Male,69,124,63
5665,Female,57,45,22
5666,Female,34,42,54
5667,Male,57,132,89
5668,Female,46,109,85
5669,Female,44,77,36
5670,Male,18,82,58
5671,Male,69,145,20
5672,Female,51,32,16
5673,Male,21,79,92
5674,Male,41,64,56
5675,Female,38,119,93
5676,Male,50,18,50
5677,Male,24,138,90
5678,Male,18,117,66
5679,Male,58,142,74
5680,Male,20,77,13
5681,Female,61,75,15
5682,Female,68,62,73
5683,Male,32,137,27
5684,Female,48,74,8
5685,Male,33,73,70
5686,Male,27,77,50
5687,Male,46,71,88
5688,Male,23,90,67
5689,Male,46,80,26
5690,Female,34,123,36
5691,Female,39,61,21
5692,Male,41,125,77
5693,Female,34,134,52
5694,Male,38,136,11
5695,Female,68,74,8
5696,Male,67,139,57
5697,Female,28,31,46
5698,Male,24,85,78
5699,Male,59,103,97
5700,Female,56,80,2
5701,Female,22,115,64
5702,Male,61,59,52
5703,Female,65,111,65
5704,Male,38,122,11
5705,Female,35,39,6
5706,Female,52,21,96
5707,Male,37,91,79
5708,Female,32,55,76
5709,Female,22,139,64
5710,Male,30,106,93
5711,Female,68,89,55
5712,Male,29,63,44
5713,Male,38,44,86
5714,Male,54,61,14
5715,Male,23,93,83
5716,Male,24,81,5
5717,Female,43,35,99
5718,Male,59,70,25
5719,Male,65,46,50
5720,Female,25,104,73
5721,Female,26,20,71
5722,Female,44,50,82
5723,Male,21,142,2
5724,Male,38,75,10
5725,Male,48,78,2
5726,Female,38,68,60
5727,Male,57,75,45
5728,Female,42,77,8
5729,Male,56,21,58
5730,Female,32,77,7
5731,Male,52,82,99
5732,Male,66,15,87
5733,Male,60,24,72
5734,Female,58,51,21
5735,Female,54,40,97
5736,Male,59,15,47
5737,Male,64,42,1
5738,Male,45,30,12
5739,Female,31,133,75
5740,Male,21,103,48
5741,Male,37,109,94
5742,Male,51,64,4
5743,Male,29,73,34
5744,Female,50,95,87
5745,Female,41,31,32
5746,Male,37,69,3
5747,Male,22,113,92
5748,Female,55,148,68
5749,Female,47,56,57
5750,Male,41,86,76
5751,Female,60,27,24
5752,Female,57,31,33
5753,Male,24,47,3
5754,Female,53,34,4
5755,Female,55,41,30
5756,Male,33,22,70
5757,Male,69,20,49
5758,Female,32,22,30
5759,Male,63,106,72
5760,Female,40,110,82
5761,Male,29,47,16
5762,Female,46,10,53
5763,Male,61,48,6
5764,Female,65,36,24
5765,Female,32,45,92
5766,Female,46,40,96
5767,Male,62,136,89
5768,Male,60,15,28
5769,Female,66,98,21
5770,Female,38,40,8
5771,Male,32,109,36
5772,Male,31,82,9
5773,Male,59,55,40
5774,Male,61,106,85
5775,Male,33,10,51
5776,Male,32,66,1
5777,Female,59,18,63
5778,Male,21,14,68
5779,Female,44,88,74
5780,Male,40,123,26
5781,Male,46,18,40
5782,Female,58,33,3
5783,Female,69,112,9
5784,Male,26,69,32
5785,Female,69,95,67
5786,Female,60,125,4
5787,Female,60,93,6
5788,Female,24,99,73
5789,Male,59,98,26
5790,Female,21,129,2
5791,Male,22,15,66
5792,Male,22,61,85
5793,Male,28,149,86
5794,Male,58,28,3
5795,Female,45,84,35
5796,Female,33,139,59
5797,Male,58,64,38
5798,Male,47,24,33
5799,Male,21,109,15
5800,Male,19,78,75
5801,Female,63,52,74
5802,Male,20,26,14
5803,Female,67,107,66
5804,Male,38,125,45
5805,Male,23,83,48
5806,Male,60,125,44
5807,Male,35,39,37
5808,Female,61,76,29
5809,Female,22,60,99
5810,Female,26,69,84
5811,Male,37,12,85
5812,Male,45,113,34
5813,Female,43,14,59
5814,Female,35,37,43
5815,Male,36,117,33
5816,Male,20,148,19
5817,Female,26,110,8
5818,Male,53,85,31
5819,Male,48,24,11
5820,Female,66,92,8
5821,Male,34,57,25
5822,Female,40,136,20
5823,Male,51,55,38
5824,Female,58,37,7
5825,Male,58,16,77
5826,Female,22,103,39
5827,Female,32,91,74
5828,Female,64,97,72
5829,Female,20,143,20
5830,Male,36,77,81
5831,Male,45,64,11
5832,Female,20,127,16
5833,Male,55,143,42
5834,Male,21,117,96
5835,Male,41,60,90
5836,Male,48,47,52
5837,Male,62,148,37
5838,Female,62,102,52
5839,Female,28,29,9
5840,Female,54,19,35
5841,Female,18,35,67
5842,Male,26,57,95
5843,Male,34,100,7
5844,Female,18,123,2
5845,Male,20,23,25
5846,Male,64,109,76
5847,Female,43,21,94
5848,Male,48,125,94
5849,Female,43,132,93
5850,Female,40,32,41
5851,Male,47,94,75
5852,Male,27,81,52
5853,Female,25,131,87
5854,Female,61,146,81
5855,Male,42,104,77
5856,Female,39,34,97
5857,Female,32,26,65
5858,Female,58,38,77
5859,Male,27,76,38
5860,Female,37,94,67
5861,Male,58,66,80
5862,Female,64,81,42
5863,Male,40,23,71
5864,Female,18,48,54
5865,Male,19,27,67
5866,Male,36,84,78
5867,Male,31,111,64
5868,Female,25,29,80
5869,Female,55,126,4
5870,Female,29,126,31
5871,Male,43,13,13
5872,Female,44,93,27
5873,Male,46,148,59
5874,Female,32,123,65
5875,Male,63,74,64
5876,Male,18,53,25
5877,Male,60,127,37
5878,Female,45,109,75
5879,Female,20,27,73
5880,Female,68,137,71
5881,Male,35,47,14
5882,Male,69,145,94
5883,Female,51,113,24
5884,Female,49,22,67
5885,Female,46,64,48
5886,Male,42,97,91
5887,Male,43,94,65
5888,Male,56,118,38
5889,Male,25,52,90
5890,Male,36,141,70
5891,Female,64,80,59
5892,Male,59,21,12
5893,Male,39,68,54
5894,Male,46,53,51
5895,Male,50,25,38
5896,Male,55,143,46
5897,Female,62,23,99
5898,Male,63,124,10
5899,Male,52,121,9
5900,Male,60,132,87
5901,Female,20,67,94
5902,Female,36,129,52
5903,Female,27,44,51
5904,Male,44,19,22
5905,Female,32,90,73
5906,Male,28,53,83
5907,Male,64,80,72
5908,Female,43,27,68
5909,Male,41,92,5
5910,Male,30,88,83
5911,Male,49,95,82
5912,Female,54,51,29
5913,Male,21,133,83
5914,Male,30,39,6
5915,Female,26,29,69
5916,Male,66,135,58
5917,Male,51,105,43
5918,Female,54,134,69
5919,Male,65,51,72
5920,Male,24,98,91
5921,Male,18,96,37
5922,Male,29,14,58
5923,Male,38,59,37
5924,Female,28,50,82
5925,Female,61,103,26
5926,Female,68,66,42
5927,Female,61,144,16
5928,Male,61,142,22
5929,Male,31,60,23
5930,Male,51,115,47
5931,Male,51,145,67
5932,Male,42,20,3
5933,Female,21,107,12
5934,Female,69,108,23
5935,Male,43,148,11
5936,Male,33,105,52
5937,Male,27,115,50
5938,Female,62,10,57
5939,Male,19,55,64
5940,Male,52,97,46
5941,Male,36,31,29
5942,Female,23,12,70
5943,Male,36,139,46
5944,Female,69,70,16
5945,Female,68,47,98
5946,Female,25,55,51
5947,Female,31,143,11
5948,Female,27,50,11
5949,Female,20,148,63
5950,Male,55,119,53
5951,Male,46,50,89
5952,Male,32,66,58
5953,Female,40,132,19
5954,Male,40,95,32
5955,Female,35,72,50
5956,Female,63,48,72
5957,Female,36,147,55
5958,Male,45,36,76
5959,Female,43,90,41
5960,Female,27,116,99
5961,Male,64,45,70
5962,Male,21,94,21
5963,Female,19,37,26
5964,Female,20,25,1
5965,Male,24,44,81
5966,Male,33,108,99
5967,Male,48,131,27
5968,Female,27,32,50
5969,Male,36,128,66
5970,Male,45,72,65
5971,Male,34,79,10
5972,Female,45,89,95
5973,Male,36,68,37
5974,Male,54,26,69
5975,Male,40,48,41
5976,Male,37,86,46
5977,Male,30,101,77
5978,Female,30,33,45
5979,Female,60,97,88
5980,Female,28,53,27
5981,Male,65,45,65
5982,Female,32,108,84
5983,Female,34,79,8
5984,Female,67,131,67
5985,Male,45,133,49
5986,Male,36,89,96
5987,Female,21,54,89
5988,Female,39,148,89
5989,Male,39,40,14
5990,Male,54,94,62
5991,Female,56,54,43
5992,Male,51,124,27
5993,Female,50,76,96
5994,Male,61,85,27
5995,Female,59,49,68
5996,Female,57,50,75
5997,Male,50,129,48
5998,Female,29,90,67
5999,Female,19,47,25
6000,Female,45,109,64
6001,Male,27,66,24
6002,Male,39,75,9
6003,Male,34,39,8
6004,Female,43,19,95
6005,Male,20,70,59
6006,Female,24,45,17
6007,Female,61,63,43
6008,Male,25,106,95
6009,Male,37,13,68
6010,Female,29,63,4
6011,Female,52,120,8
6012,Male,34,100,42
6013,Male,45,98,49
6014,Male,58,73,6
6015,Female,27,128,73
6016,Female,39,101,42
6017,Female,55,90,72
6018,Female,50,68,32
6019,Female,39,53,15
6020,Male,61,85,82
6021,Male,54,110,87
6022,Female,30,134,69
6023,Female,44,25,27
6024,Male,32,64,97
6025,Male,39,104,66
6026,Male,47,88,59
6027,Male,60,86,28
6028,Female,57,49,24
6029,Male,54,30,51
6030,Female,51,75,21
6031,Male,61,145,31
6032,Male,51,19,75
6033,Male,65,141,50
6034,Female,52,52,92
6035,Female,59,114,40
6036,Male,36,72,68
6037,Female,25,91,16
6038,Female,56,60,76
6039,Male,50,65,86
6040,Male,61,43,99
6041,Female,45,68,63
6042,Female,54,139,56
6043,Female,65,139,80
6044,Male,42,147,24
6045,Male,53,127,99
6046,Female,34,137,28
6047,Male,41,26,93
6048,Male,38,91,85
6049,Female,19,23,89
6050,Female,48,90,31
6051,Male,61,132,15
6052,Male,50,25,42
6053,Female,47,41,99
6054,Male,29,32,50
6055,Male,61,111,86
6056,Female,29,107,5
6057,Female,68,113,48
6058,Male,66,135,13
6059,Male,69,77,32
6060,Male,41,73,67
6061,Female,41,80,79
6062,Male,28,27,91
6063,Male,30,122,91
6064,Female,44,134,30
6065,Female,25,136,6
6066,Male,27,70,25
6067,Female,25,84,28
6068,Female,37,116,62
6069,Male,25,148,22
6070,Female,26,90,68
6071,Female,24,115,15
6072,Male,31,37,26
6073,Female,45,17,63
6074,Male,19,100,18
6075,Male,60,130,73
6076,Female,25,75,63
6077,Female,30,104,62
6078,Female,38,73,68
6079,Male,64,74,48
6080,Female,45,134,50
6081,Male,52,23,63
6082,Female,40,34,69
6083,Female,63,109,6
6084,Female,32,114,58
6085,Male,19,140,51
6086,Female,68,142,12
6087,Female,29,74,95
6088,Male,69,28,47
6089,Male,53,115,9
6090,Female,20,63,7
6091,Female,22,147,29
6092,Female,20,113,78
6093,Male,64,24,51
6094,Male,36,57,84
6095,Male,19,148,55
6096,Male,61,43,96
6097,Female,54,108,59
6098,Male,34,28,56
6099,Male,31,79,22
6100,Male,45,124,18
6101,Female,44,105,58
6102,Female,27,84,40
6103,Male,20,45,89
6104,Male,53,72,31
6105,Female,55,102,56
6106,Female,42,14,35
6107,Female,39,34,26
6108,Female,65,107,68
6109,Female,56,21,84
6110,Female,64,146,34
6111,Female,47,93,76
6112,Female,38,38,16
6113,Male,47,118,42
6114,Male,45,36,5
6115,Male,48,64,61
6116,Male,69,142,44
6117,Male,43,61,35
6118,Male,60,22,91
6119,Female,39,51,1
6120,Female,38,88,98
6121,Male,18,27,43
6122,Male,54,59,32
6123,Female,30,11,63
